start_station_name,year,number_of_rides
Stave St & Armitage Ave,2023,4303
Buckingham Fountain (Temp),2023,4294
Damen Ave & Foster Ave,2023,4211
Morgan Ave & 14th Pl,2023,4131
Buckingham Fountain,2023,4108
Lincoln Ave & Waveland Ave,2023,4062
Damen Ave & Clybourn Ave,2023,4058
Calumet Ave & 21st St,2023,3977
Chicago Ave & Sheridan Rd,2023,3967
California Ave & Francis Pl,2023,3941
Sheridan Rd & Loyola Ave,2023,3925
Wood St & Hubbard St,2023,3925
Paulina St & 18th St,2023,3843
Calumet Ave & 35th St,2023,3839
Glenwood Ave & Morse Ave,2023,3836
Halsted St & 18th St,2023,3834
Leavitt St & Belmont Ave,2023,3814
Ogden Ave & Congress Pkwy,2023,3792
Ravenswood Ave & Berteau Ave,2023,3679
California Ave & North Ave,2023,3626
Southport Ave & Clark St,2023,3600
Clark St & Lunt Ave,2023,3590
Milwaukee Ave & Rockwell St,2023,3586
Morgan St & 31st St,2023,3575
Blackstone Ave & 59th St,2023,3539
Wentworth Ave & Cermak Rd*,2023,3518
Lincoln Ave & Addison St,2023,3509
Lake Park Ave & 35th St,2023,3495
Damen Ave & Sunnyside Ave,2023,3478
California Ave & Division St,2023,3466
Wentworth Ave & 33rd St,2023,3460
Kedzie Ave & Palmer Ct,2023,3445
Western Ave & Congress Pkwy,2023,3438
Damen Ave & Melrose Ave,2023,3392
Fort Dearborn Dr & 31st St*,2023,3361
Lincoln Ave & Belmont Ave (Temp),2023,3356
California Ave & Altgeld St,2023,3272
Ashland Ave & 13th St,2023,3265
Wabash Ave & Cermak Rd,2023,3234
Winchester Ave & Elston Ave,2023,3124
Clark St & Elmdale Ave,2023,3123
Canal St & Harrison St,2023,3054
Indiana Ave & 26th St,2023,3045
Greenview Ave & Jarvis Ave,2023,3033
Lincoln Ave & Byron St,2023,3030
Western Ave & Roscoe St,2023,3030
Rockwell St & Eastwood Ave,2023,3022
Wood St & Webster Ave,2023,3011
Talman Ave & Addison St,2023,2992
California Ave & Montrose Ave,2023,2990
St. Louis Ave & Fullerton Ave,2023,2988
Claremont Ave & Hirsch St,2023,2942
Richmond St & Diversey Ave,2023,2922
Halsted St & 35th St,2023,2911
Clark St & Schreiber Ave,2023,2906
Shields Ave & 28th Pl,2023,2893
Clinton St & 18th St,2023,2875
Hampden Ct & Diversey Ave,2023,2851
Damen Ave & Madison St,2023,2818
Racine Ave & 15th St,2023,2791
Ashland Ave & Belle Plaine Ave,2023,2779
Halsted St & Archer Ave,2023,2768
State St & 19th St,2023,2766
Emerald Ave & 28th St,2023,2736
Campbell Ave & Montrose Ave,2023,2720
Leavitt St & Lawrence Ave,2023,2710
Sheridan Rd & Columbia Ave,2023,2708
Leavitt St & Addison St,2023,2659
Campbell Ave & Fullerton Ave,2023,2646
Milwaukee Ave & Fullerton Ave,2023,2643
Elston Ave & Wabansia Ave,2023,2580
Kimball Ave & Belmont Ave,2023,2534
Damen Ave & Walnut (Lake) St,2023,2506
California Ave & Fletcher St,2023,2494
Laflin St & Cullerton St,2023,2489
Chicago Ave & Washington St,2023,2467
Troy St & North Ave,2023,2446
Halsted St & 21st St,2023,2439
University Library (NU),2023,2401
Woodlawn Ave & 58th St,2023,2392
Washtenaw Ave & Lawrence Ave,2023,2360
Wentworth Ave & 35th St,2023,2307
Halsted St & North Branch St,2023,2299
Greenwood Ave & 47th St,2023,2286
Central Park Ave & Elbridge Ave,2023,2276
W Armitage Ave & N Sheffield Ave,2023,2240
Central Park Ave & Bloomingdale Ave,2023,2233
W Oakdale Ave & N Broadway,2023,2233
University Ave & 59th St,2023,2230
Oakley Ave & Irving Park Rd,2023,2228
Hoyne Ave & Balmoral Ave,2023,2221
Wilton Ave & Diversey Pkwy*,2023,2221
Western Ave & Monroe St,2023,2194
Paulina St & Howard St,2023,2188
May St & Cullerton St,2023,2187
Ogden Ave & Roosevelt Rd,2023,2180
California Ave & Byron St,2023,2175
Troy St & Elston Ave,2023,2167
Kosciuszko Park,2023,2105
Lincoln Ave & Winona St,2023,2069
Cherry Ave & Blackhawk St,2023,2068
N Carpenter St & W Lake St,2023,2066
Avers Ave & Belmont Ave,2023,2050
Clark St & Columbia Ave,2023,2048
Avondale Ave & Irving Park Rd,2023,2038
Wallace St & 35th St,2023,2035
Damen Ave & Cullerton St,2023,1968
Damen Ave & Wabansia Ave,2023,1955
Wells St & 19th St,2023,1927
Malcolm X College,2023,1907
Glenwood Ave & Touhy Ave,2023,1896
Francisco Ave & Foster Ave,2023,1849
Lake Park Ave & 47th St,2023,1818
Sheridan Rd & Greenleaf Ave,2023,1796
Kedzie Ave & Leland Ave,2023,1794
Smith Park,2023,1792
Noble St & Milwaukee Ave (Temp),2023,1774
Racine Ave & 35th St,2023,1760
Albany Ave & Montrose Ave,2023,1684
Manor Ave & Leland Ave,2023,1678
Drexel Ave & 60th St,2023,1636
Rockwell St & Fletcher St,2023,1613
Monticello Ave & Irving Park Rd,2023,1588
Drake Ave & Addison St,2023,1584
Ashland Ave & Archer Ave,2023,1562
Western Ave & Lunt Ave,2023,1559
Winchester (Ravenswood) Ave & Balmoral Ave,2023,1548
Spaulding Ave & Division St,2023,1489
Eastlake Ter & Howard St,2023,1486
Wentworth Ave & 24th St,2023,1460
Christiana Ave & Lawrence Ave,2023,1439
N Sheffield Ave & W Wellington Ave,2023,1366
Campbell Ave & Augusta Blvd,2023,1340
Western Ave & 21st St,2023,1340
MLK Jr Dr & Pershing Rd,2023,1332
Woodlawn Ave & Lake Park Ave,2023,1331
Cottage Grove Ave & 51st St,2023,1327
N Paulina St & Lincoln Ave,2023,1322
Bernard St & Elston Ave,2023,1306
Knox Ave & Montrose Ave,2023,1283
Racine Ave & 13th St,2023,1252
Cottage Grove Ave & 63rd St,2023,1234
Elston Ave & George St,2023,1224
South Shore Dr & 67th St,2023,1209
Cottage Grove Ave & 47th St,2023,1192
Clark St & Jarvis Ave,2023,1178
Kedzie Ave & Foster Ave,2023,1171
MTV Hubbard St,2023,1165
Prairie Ave & Garfield Blvd,2023,1165
Evanston Civic Center,2023,1164
Loomis St & Archer Ave,2023,1153
State St & 29th St,2023,1148
Sawyer Ave & Irving Park Rd,2023,1138
Normal Ave & Archer Ave,2023,1136
Drake Ave & Montrose Ave,2023,1126
Warren Park West,2023,1111
Western Ave & Howard St,2023,1110
Clinton St & Polk St,2023,1094
South Shore Dr & 71st St,2023,1093
W Washington Blvd & N Peoria St,2023,1061
N Southport Ave & W Newport Ave,2023,1059
Central Park Ave & North Ave,2023,1038
Clark St & Touhy Ave,2023,1029
Western Ave & Granville Ave,2023,1027
Francisco Ave & Montrose Ave,2023,1018
St. Louis Ave & Balmoral Ave,2023,1017
Central St Metra,2023,1012
Cottage Grove Ave & 43rd St,2023,963
Cottage Grove Ave & Oakwood Blvd,2023,960
California Ave & Lake St,2023,959
Dorchester Ave & 49th St,2023,948
63rd St Beach,2023,919
Western Ave & Grace St,2023,910
Calumet Ave & 51st St,2023,903
Wood St & 35th St,2023,897
N Damen Ave & W Chicago Ave,2023,896
Central St & Girard Ave,2023,888
Milwaukee Ave & Cuyler Ave,2023,885
Keystone Ave & Fullerton Ave,2023,874
Kildare Ave & Montrose Ave,2023,870
Dorchester Ave & 63rd St,2023,864
Leavitt St & Archer Ave,2023,840
Bosworth Ave & Howard St,2023,833
N Shore Channel Trail & Argyle St,2023,821
Kedzie Ave & Bryn Mawr Ave,2023,820
Troy St & Grace St,2023,820
Budlong Woods Library,2023,799
Elmwood Ave & Austin St,2023,794
Keystone Ave & Montrose Ave,2023,774
Kedzie Ave & George St,2023,768
Dodge Ave & Church St,2023,763
Oakley Ave & Touhy Ave,2023,763
Ridge Blvd & Touhy Ave,2023,756
Kedzie Ave & Lake St,2023,755
Warren Park East,2023,754
Prairie Ave & 43rd St,2023,743
Elston Ave & Henderson St,2023,741
Western Ave & Gunnison St,2023,739
Western Ave & Berteau Ave,2023,734
Washtenaw Ave & Polk St,2023,697
Francisco Ave & Chicago Ave,2023,686
Ridge Blvd & Howard St,2023,680
DuSable Museum,2023,679
MLK Jr Dr & 47th St,2023,674
State St & 95th St,2023,671
Central Park Ave & Ogden Ave,2023,663
California Ave & Francis Pl (Temp),2023,651
California Ave & 21st St,2023,650
Kedzie Ave & Chicago Ave,2023,626
2112 W Peterson Ave,2023,615
California Ave & 23rd Pl,2023,610
Valli Produce - Evanston Plaza,2023,598
Sacramento Blvd & Addison St,2023,597
Francisco Ave & Bloomingdale Ave,2023,585
Western Ave & 24th St,2023,585
Kilbourn Ave & Irving Park Rd,2023,583
Long & Irving Park,2023,563
Damen Ave & Coulter St,2023,521
Archer (Damen) Ave & 37th St,2023,519
Conservatory Dr & Lake St,2023,516
Maplewood Ave & Peterson Ave,2023,510
Washtenaw Ave & Ogden Ave,2023,510
Halsted St & 37th St,2023,508
California Ave & Winona St,2023,506
Dodge Ave & Mulford St,2023,478
Albany Ave & Belmont Ave,2023,473
Eggleston Ave & 69th St,2023,466
Pulaski Rd & Eddy St,2023,456
Campbell Ave & Irving Park Rd,2023,450
Whipple/Irving Park,2023,442
Kedzie Ave & 48th Pl,2023,436
Princeton Ave & 47th St,2023,436
Dodge Ave & Main St,2023,433
Public Rack - Kostner Ave & Armitage Ave,2023,422
Jeffery Blvd & 67th St,2023,420
Kilbourn Ave & Milwaukee Ave,2023,414
Ping Tom Park (East),2023,412
Rockwell St & Cermak Rd,2023,403
Wolcott Ave & Fargo Ave,2023,397
Lincolnwood Dr & Central St,2023,394
Lincoln Ave & Peterson Ave,2023,386
Pulaski Rd & 51st St,2023,385
Chicago State University,2023,376
Jeffery Blvd & 71st St,2023,367
Princeton Ave & Garfield Blvd,2023,365
Sacramento Blvd & Franklin Blvd,2023,363
Lincoln Ave & Balmoral Ave,2023,361
Cottage Grove Ave & 67th St,2023,359
Narragansett & Wrightwood,2023,357
Stony Island Ave & 63rd St,2023,343
Wentworth Ave & 24th St (Temp),2023,343
Stony Island Ave & 71st St,2023,337
Burnham Greenway & 112th St,2023,336
Austin Blvd & Lake St,2023,333
Public Rack - Washtenaw Ave & Superior St,2023,330
South Shore Dr & 74th St,2023,329
MLK Jr Dr & 56th St,2023,324
State St & 79th St,2023,320
Lockwood Ave & Wrightwood Ave,2023,305
Public Rack - Hamlin Ave & Fullerton Ave,2023,299
N Clark St & W Elm St,2023,295
Hoyne Ave & 47th St,2023,294
Kenosha & Wellington,2023,294
Austin Blvd & Madison St,2023,293
Cottage Grove Ave & 83rd St,2023,292
Harlem & Irving Park,2023,292
Eberhart Ave & 61st St,2023,288
Sayre & Diversey,2023,286
Halsted St & 96th St,2023,276
Stony Island Ave & 75th St,2023,276
Kedzie Ave & 21st St,2023,275
Millard Ave & 26th St,2023,274
Ashland Ave & Pershing Rd,2023,273
Central Park Ave & 24th St,2023,269
Ashland Ave & 50th St,2023,267
Elizabeth St & 59th St,2023,267
Union Ave & Root St,2023,267
Fairfield Ave & Roosevelt Rd,2023,264
Indiana Ave & 40th St,2023,264
Kostner Ave & Wrightwood Ave,2023,264
Kilpatrick Ave & Parker Ave,2023,259
Western Blvd & 48th Pl,2023,259
Damen Ave & Pershing Rd,2023,257
Ashland Ave & McDowell Ave,2023,254
May St & 69th St,2023,246
Greenwood Ave & 97th St,2023,245
Stony Island Ave & 67th St,2023,245
Western Ave & 111th St,2023,241
Big Marsh Park,2023,235
Michigan Ave & 71st St,2023,234
Public Rack - Woodlawn Ave & 63rd St N,2023,225
California Ave & 26th St,2023,222
Wentworth Ave & 63rd St,2023,220
Public Rack - Pulaski Rd & Armitage Ave,2023,219
Stony Island Ave & 64th St,2023,217
Rainbow Beach,2023,208
Kedzie Ave & 57th St,2023,206
Public Rack - Racine Ave & 109th Pl,2023,206
Halsted St & 47th Pl,2023,204
Shields Ave & 43rd St,2023,204
Kedzie Ave & 110th St,2023,203
Morgan St & Pershing Rd,2023,203
Halsted St & 63rd St,2023,200
MLK Jr Dr & 63rd St,2023,199
Central Ave & Chicago Ave,2023,197
Buckingham - Fountain,2023,196
Kilbourn & Roscoe,2023,196
Perry Ave & 69th St,2023,196
Public Rack - Milwaukee Ave & Haussen Ct,2023,194
Yates Blvd & 75th St,2023,194
Virginia Ave & Catalpa Ave,2023,193
State St & Pershing Rd,2023,188
Narragansett & Irving Park,2023,183
Public Rack - Hamlin Ave & Montrose Ave,2023,180
State St & 54th St,2023,180
Calumet Ave & 71st St,2023,179
Washtenaw Ave & Peterson Ave,2023,178
Lamon Ave & Belmont Ave,2023,177
Streeter Dr/Grand Ave,2023,176
Public Rack - Washtenaw Ave & Devon Ave,2023,175
Kostner Ave & Adams St,2023,174
Public Rack - Hyde Park Blvd & 53rd St,2023,172
Public Rack - Lowell Ave & Elston Ave,2023,171
Kedzie Ave & Roosevelt Rd,2023,170
Marshfield Ave & 44th St,2023,163
Baltimore Ave & 87th St,2023,162
Richmond St & Lincoln Ave,2023,161
McCormick Blvd & Devon Ave,2023,160
Calumet Park,2023,157
Vernon Ave & 75th St,2023,156
Cicero Ave & Grace St,2023,155
Public Rack - Monticello Ave & Belmont Ave,2023,155
Wabash Ave & 87th St,2023,155
Commercial Ave & 130th St,2023,154
Public Rack - Harold Washington Park,2023,154
Sacramento Blvd & Fulton Ave,2023,151
Walden Pkwy & 100th St,2023,151
Narragansett Ave & School St,2023,150
Fairfield Ave & 44th St,2023,148
Meade Ave & Diversey Ave,2023,148
Monticello Ave & Lawrence Ave,2023,148
California & 16th St,2023,146
Albany Ave & 26th St,2023,145
Lawndale Ave & 111th St,2023,144
Buckingham Fountain (Columbus/Balbo),2023,142
Pulaski Rd & Lake St,2023,142
Public Rack - Kostner Ave & Diversey Ave,2023,141
Public Rack - Langley Ave & 49th St,2023,141
Greenwood Ave & 79th St,2023,140
Public Rack - Milwaukee Ave & Diversey Ave,2023,140
Kilpatrick Ave & Grand Ave,2023,138
Public Rack - Lawndale Ave & Diversey Ave,2023,138
Public Rack - Spaulding Ave & Evergreen Ave,2023,138
Racine Ave & Garfield Blvd,2023,137
Western Ave & Ardmore Ave,2023,137
Lawndale Ave & 30th St,2023,136
Public Rack - Champlain Ave & 65th St,2023,136
Cicero Ave & Lake St,2023,134
Damen Ave & 59th St,2023,134
St Louis Ave & 59th St,2023,134
Phillips Ave & 79th St,2023,132
Central Ave & Roscoe St,2023,131
Halsted St & 69th St,2023,131
Kenton Ave & Madison St,2023,131
Rockwell St & Archer Ave,2023,131
Evans Ave & 75th St,2023,129
Western Ave & Lake St,2023,129
Public Rack - Kedzie Ave & Argyle St,2023,128
Commercial Ave & 83rd St,2023,127
Public Rack - Avers Ave & Irving Park Rd,2023,127
Kedzie Ave & Harrison St,2023,125
Vincennes Ave & 104th St,2023,125
St Louis Ave & Norman Bobbins Ave,2023,124
Stony Island Ave & 90th St,2023,120
Central Park Blvd & 5th Ave,2023,119
Komensky Ave & 31st St,2023,119
Major Taylor Trail & 115th St,2023,119
Western Ave & 104th St,2023,119
Austin Blvd & Chicago Ave,2023,117
Hale Ave & 107th St,2023,117
Kilbourn & Belden,2023,117
Prospect Sq & 91st St,2023,116
Vernon Ave & 79th St,2023,116
Houston Ave & 92nd St,2023,115
Lamon Ave & Armitage Ave,2023,115
Exchange Ave & 79th St,2023,114
Kedzie Ave & 52nd St,2023,114
Public Rack - Rockwell & Division,2023,114
Public Rack - Spaulding Ave & North Ave,2023,114
Stewart Ave & 83rd St,2023,114
Central Ave & Lake St,2023,112
Central Ave & Parker Ave,2023,112
Kedzie Ave & 24th St,2023,112
Kedzie Ave & 45th St,2023,111
Damen Ave/Coulter St,2023,110
Public Rack - Nagle Ave & Belmont Ave,2023,110
Public Rack - Washington Park Ct & 51st St,2023,108
Laramie Ave & Madison St,2023,107
Lawler Ave & 50th St,2023,107
Greenwood Ave & 91st St,2023,106
Hamlin Ave & Grand Ave,2023,106
Hoyne Ave & 34th St,2023,106
Central Ave & Madison St,2023,105
Public Rack - Milwaukee Ave & School St,2023,105
Public Rack - California Ave & Cortez St,2023,104
East End Ave & 87th St,2023,103
Latrobe Ave & Chicago Ave,2023,102
Long Ave & Belden Ave,2023,102
Pulaski & Ann Lurie Pl,2023,102
Stewart Ave & 63rd St,2023,102
Halsted St & 78th St,2023,101
Loomis Blvd & 84th St,2023,101
Halsted St & 51st St,2023,100
Pulaski Rd & Congress Pkwy,2023,100
Cottage Grove Ave & 111th Pl,2023,99
Leavitt St/North Ave,2023,99
Martin Luther King Dr & 111th St,2023,99
Western Ave & 28th St,2023,99
Woodlawn Ave & 75th St,2023,99
Constance Ave & 95th St,2023,98
Jeffery Blvd & 76th St,2023,98
Kildare Ave & 47th St,2023,98
Public Rack - Western Blvd & 49th St,2023,98
Dauphin Ave & 87th St,2023,97
Public Rack - Hollywood Park,2023,97
California Ave & 36th St,2023,96
Elizabeth St & 92nd St,2023,96
Long Ave & Belmont Ave,2023,96
Public Rack - Western Ave & Devon Ave,2023,96
California Ave & Granville Ave,2023,94
Francisco Ave & Hollywood Ave,2023,94
Lavergne & Fullerton,2023,94
Artesian Ave & 55th St,2023,93
Central Park & Augusta Blvd,2023,93
Francisco Ave & 47th St,2023,92
Halsted St & 111th St,2023,92
Public Rack - Cumberland & Catherine,2023,92
Damen Ave & 51st St,2023,91
Komensky Ave & 55th St,2023,91
Public Rack - Hyde Park Blvd & 55th St,2023,91
Public Rack - Milwaukee Ave & Higgins Ave,2023,91
Pulaski Rd & 21st St,2023,90
Roscoe & Harlem,2023,90
Ashland Ave & Garfield Blvd,2023,89
Burnham Greenway & 105th St,2023,89
Cottage Grove Ave & 71st St,2023,89
Ashland Ave & 63rd St,2023,88
Dauphin Ave & 103rd St,2023,88
Stony Island Ave & 82nd St,2023,88
Shabbona Park,2023,86
Kostner Ave & Lake St,2023,85
Mason Ave & Belmont Ave,2023,85
Public Rack - Christiana Ave & Belmont Ave,2023,85
Public Rack - Lavergne & Lawrence,2023,85
Stony Island Ave & South Chicago Ave,2023,85
Hegewisch Metra Station,2023,84
Kenneth Ave & 50th St,2023,83
Laramie Ave & Kinzie St,2023,83
Maplewood Ave & 59th St,2023,83
Pulaski Rd & Eddy St (Temp),2023,83
Avenue O & 134th St,2023,82
Mozart St & Jackson Blvd,2023,82
Sacramento Ave & 25th St,2023,82
Cicero Ave & Quincy St,2023,81
Narragansett & McLean,2023,81
Albany Ave & 16th St,2023,79
Homewood Ave & 115th St,2023,79
Meade Ave & Addison St,2023,79
Steelworkers Park,2023,79
Central Ave & Harrison St,2023,77
Public Rack - Avers & Lawrence,2023,76
MLK Jr Dr & 83rd St,2023,75
Public Rack - Cicero Ave & Wrightwood Ave,2023,75
Doty Ave & 111th St,2023,73
Public Rack - Rockwell Ave & Touhy Ave ,2023,73
Public Rack - Walden Pkwy & 103rd St,2023,73
Fullerton & Monitor,2023,72
Indiana Ave & 103rd St,2023,72
Homan Ave & 65th St,2023,71
Public Rack - Lafayette Ave & 95th St,2023,71
Public Rack - Laramine Ave & Winnemac Ave,2023,71
Public Rack - Midway Orange Line,2023,71
Ellis Ave & 83rd St,2023,70
Public Rack - Wilbur Wright College South,2023,70
Rockwell St & 57th St,2023,70
Ashland Ave & 78th St,2023,69
Eberhart Ave & 91st St,2023,69
Kostner Ave & 63rd St,2023,69
Public Rack - California Ave & Devon Ave - NE,2023,69
Elizabeth St & 47th St,2023,68
Harlem Ave & Grace St,2023,68
Marshfield Ave & 59th St,2023,68
Karlov Ave & Madison St,2023,67
Kenosha Ave & Wellington Ave,2023,67
Oak Park & Wellington,2023,67
Vincennes Ave & 75th St,2023,67
California Ave & Marquette Rd,2023,66
Public Rack - Lockwood Ave & Diversey Ave,2023,66
Public Rack - Olmstead Ave & Oliphant Ave,2023,65
Central Park Ave & Ohio St,2023,64
Ewing Ave & Burnham Greenway,2023,64
Public Rack - Milwaukee Ave & Kennedy Expy,2023,64
Public Rack - Pulaski Rd & 44th St,2023,64
Nordica & Medill,2023,63
Clyde Ave & 87th St,2023,62
Kildare Ave & 26th St,2023,62
Public Rack - Austin Ave & Wrightwood Ave,2023,62
Public Rack - Throop St & 58th St,2023,62
Cicero Ave & Flournoy St,2023,61
Cottage Grove Ave & 78th St,2023,61
Public Rack - Parkside & Archer,2023,61
Campbell Ave & 51st St,2023,59
Oglesby Ave & 100th St,2023,59
Summit Ave & 86th St,2023,59
Torrence Ave & 106th St,2023,59
Avenue O & 118th St,2023,58
Public Rack - California Ave & Touhy Ave - NW,2023,58
Public Rack - Campbell Ave & Pratt Blvd,2023,58
Public Rack - Haft Ave & Milwaukee Ave,2023,58
Mulligan Ave & Wellington Ave,2023,57
Orange & Addison,2023,57
Halsted St & 104th St,2023,56
Richmond St & 59th St,2023,55
Sacramento Ave & Pershing Rd,2023,55
Springfield Ave & 47th St,2023,55
Vernon Ave & 107th St,2023,55
Halsted St & 73rd St,2023,54
Public Rack - Prairie Ave & Garfield Blvd S,2023,54
State St & 76th St,2023,54
Tripp Ave & 65th St,2023,54
Ashland Ave & 74th St,2023,53
Central Park Ave & Douglas Blvd,2023,53
Halsted St & 56th St,2023,53
Kildare Ave & Chicago Ave,2023,53
Lamon Ave & Chicago Ave,2023,53
Public Rack - Kimball Ave & Carmen Ave,2023,53
Wabash Ave & 83rd St,2023,53
Torrence Ave & 126th Pl,2023,51
Public Rack - Irving Park Rd & Leclaire Ave,2023,50
Damen Ave & 74th St,2023,49
Kenneth Ave & Lawrence Ave,2023,49
La Villita Park (Albany/30th),2023,49
Loomis St & 89th St,2023,49
Maryland Ave & 104th St,2023,49
Monticello Ave & Chicago Ave,2023,49
Public Rack - Kenton Ave & Palmer St,2023,49
Public Rack - Western Ave & 96th St,2023,49
Plainfield & Irving Park,2023,48
Public Rack - Hoyne Ave & 110th Pl,2023,48
Public Rack - Menard Ave & Dakin St - midblock,2023,48
Hastings LWS,2023,47
Public Rack - Ashland Ave & 91st St,2023,47
Public Rack - Forest Glen & Peterson,2023,47
Karlov Ave & Lawrence Ave,2023,46
Public Rack - Jensen Park,2023,46
Public Rack - Pulaski & Rosemont,2023,46
Seeley Ave & Garfield Blvd,2023,46
Bennett Ave & 79th St,2023,45
Damen Ave & 33rd St,2023,45
Hamlin Ave & 62nd Pl,2023,45
Marquette Ave & 89th St,2023,45
Public Rack - Calumet Ave & 51st St,2023,45
Sacramento Blvd & Polk St,2023,45
Yates Blvd & 93rd St,2023,45
Halsted St & 59th St,2023,44
Kildare & Cermak,2023,44
North Ave & New England Ave,2023,44
Pulaski Rd & 60th St,2023,44
Archer Ave & 43rd St,2023,43
Troy Ave & 27th St,2023,43
Kildare Ave & Division St,2023,42
Oketo Ave & Addison St,2023,42
Public Rack - Christiana Ave & Archer Ave,2023,42
Public Rack - Kilpatrick & Elston,2023,42
Public Rack - King Dr & 115th St,2023,42
Public Rack - Milwaukee Ave & Culyer Ave,2023,42
Public Rack - Prairie Ave & 47th St ,2023,42
Ashland Ave & 66th St,2023,41
Bloomingdale Ave & Harlem Ave,2023,41
Public Rack - Jonathan Y Scammon Public School,2023,41
W 103rd St & S Avers Ave,2023,41
Parkside Ave & Armitage Ave,2023,40
Harding Ave & 26th St,2023,39
