start_zip,end_zip,year,number_of_rides,avg_ride_duration_min
60631,60707,2024,5,32.21
60632,60602,2021,4,35.45
60632,60602,2022,16,37.1
60632,60602,2023,16,46.81
60632,60602,2024,9,66.88
60632,60604,2021,1,58.95
60632,60604,2022,18,49.24
60632,60604,2023,10,42.14
60632,60604,2024,9,44.76
60632,60607,2021,15,34.64
60632,60607,2022,60,30.44
60632,60607,2023,34,33.5
60632,60607,2024,22,36.89
60632,60608,2020,4,14.99
60632,60608,2021,239,19.59
60632,60608,2022,913,16.6
60632,60608,2023,644,14.9
60632,60608,2024,430,16.75
60632,60609,2020,5,26.9
60632,60609,2021,171,19.08
60632,60609,2022,575,13.55
60632,60609,2023,486,10.41
60632,60609,2024,399,11.88
60632,60610,2021,2,38.72
60632,60610,2022,6,63.12
60632,60610,2023,12,74.5
60632,60610,2024,3,47.11
60632,60611,2021,5,55.59
60632,60611,2022,6,69.43
60632,60611,2023,1,35.27
60632,60611,2024,4,52.16
60632,60612,2021,24,32.96
60632,60612,2022,20,29.97
60632,60612,2023,22,30.71
60632,60612,2024,13,31.75
60632,60613,2022,1,79.78
60632,60613,2023,2,80.87
60632,60613,2024,1,59.51
60632,60614,2022,4,62.96
60632,60614,2023,3,38.13
60632,60614,2024,4,84.98
60632,60615,2021,17,40.9
60632,60615,2022,35,39.18
60632,60615,2023,10,32.73
60632,60615,2024,21,26.95
60632,60616,2020,1,41.22
60632,60616,2021,21,36.24
60632,60616,2022,43,27.96
60632,60616,2023,29,33.64
60632,60616,2024,95,29.94
60632,60617,2024,1,49.24
60632,60618,2021,2,52.78
60632,60618,2022,4,40.0
60632,60618,2023,2,45.73
60632,60619,2021,3,69.65
60632,60619,2022,6,45.88
60632,60619,2023,2,87.52
60632,60619,2024,3,69.84
60632,60621,2020,1,20.45
60632,60621,2021,18,38.91
60632,60621,2022,10,31.2
60632,60621,2023,8,30.78
60632,60621,2024,6,32.71
60632,60622,2021,28,31.8
60632,60622,2022,35,32.71
60632,60622,2023,7,34.05
60632,60622,2024,12,64.23
60632,60623,2020,1,13.63
60632,60623,2021,153,20.06
60632,60623,2022,399,18.23
60632,60623,2023,177,18.65
60632,60623,2024,237,15.85
60632,60624,2020,1,34.3
60632,60624,2021,20,44.18
60632,60624,2022,21,36.71
60632,60624,2023,14,31.63
60632,60624,2024,7,82.15
60632,60625,2021,1,46.38
60632,60625,2022,4,48.22
60632,60625,2023,3,54.08
60632,60628,2023,1,105.5
60632,60629,2020,1,15.2
60632,60629,2021,395,15.46
60632,60629,2022,1835,13.39
60632,60629,2023,1027,12.59
60632,60629,2024,979,12.99
60632,60632,2020,17,10.51
60632,60632,2021,1832,13.23
60632,60632,2022,10209,9.44
60632,60632,2023,6727,7.87
60632,60632,2024,5624,10.97
60632,60634,2022,1,65.95
60632,60634,2024,1,51.56
60632,60636,2020,1,24.83
60632,60636,2021,37,31.86
60632,60636,2022,86,24.86
60632,60636,2023,36,23.43
60632,60636,2024,47,25.6
60632,60637,2021,5,41.98
60632,60637,2022,1,38.53
60632,60637,2023,27,46.05
60632,60637,2024,9,53.07
60632,60638,2021,8,36.98
60632,60638,2022,76,30.04
60632,60638,2023,393,17.41
60632,60638,2024,255,20.16
60632,60639,2021,2,79.11
60632,60639,2023,1,86.52
60632,60639,2024,2,49.7
60632,60640,2022,1,86.02
60632,60640,2024,2,69.88
60632,60641,2021,3,47.0
60632,60641,2022,1,41.93
60632,60641,2024,6,48.54
60632,60642,2021,7,34.37
60632,60642,2022,2,31.56
60632,60642,2024,3,63.72
60632,60643,2021,9,40.46
60632,60643,2022,14,38.85
60632,60643,2023,3,34.88
60632,60643,2024,1,40.52
60632,60644,2021,15,32.24
60632,60644,2022,61,29.38
60632,60644,2023,2,49.2
60632,60644,2024,5,48.57
60632,60645,2023,1,75.63
60632,60647,2021,27,37.81
60632,60647,2022,28,37.94
60632,60647,2023,12,65.78
60632,60647,2024,11,52.84
60632,60649,2021,8,79.05
60632,60649,2022,2,120.35
60632,60649,2023,7,77.36
60632,60649,2024,3,44.37
60632,60651,2021,4,40.81
60632,60651,2023,2,35.0
60632,60652,2021,28,33.33
60632,60652,2022,18,30.97
60632,60652,2023,21,27.48
60632,60652,2024,20,31.84
60632,60653,2021,11,44.06
60632,60653,2022,9,43.08
60632,60653,2023,5,25.14
60632,60653,2024,21,42.74
60632,60655,2021,1,61.03
60632,60655,2022,1,45.23
60632,60657,2021,1,41.87
60632,60657,2022,2,60.32
60632,60657,2024,1,16.85
60632,60661,2021,18,33.45
60632,60661,2022,26,41.23
60632,60661,2023,13,40.0
60632,60661,2024,13,37.98
60632,60678,2021,5,67.29
60632,60678,2022,15,49.39
60632,60678,2023,2,33.25
60632,60678,2024,5,38.65
60632,60707,2023,1,60.47
60632,60707,2024,3,82.73
60632,60803,2021,2,51.76
60632,60803,2022,4,38.54
60632,60803,2023,2,87.82
60632,60804,2021,19,22.67
60632,60804,2022,156,18.19
60632,60804,2023,186,14.02
60632,60804,2024,164,18.66
60632,60805,2020,1,84.55
60632,60805,2021,3,44.04
60632,60805,2022,2,36.66
60632,60805,2023,2,64.87
60632,60805,2024,2,64.96
60633,60611,2021,2,253.57
60633,60612,2022,1,1388.08
60633,60614,2021,1,78.9
60633,60615,2022,1,73.45
60633,60615,2024,2,72.04
60633,60617,2020,14,30.56
60633,60617,2021,143,26.48
60633,60617,2022,92,28.58
60633,60617,2023,44,38.84
60633,60617,2024,48,27.47
60633,60619,2021,6,46.91
60633,60619,2023,1,36.28
60633,60619,2024,3,39.66
60633,60628,2021,10,55.22
60633,60628,2022,10,39.61
60633,60628,2023,1,14.13
60633,60628,2024,1,35.9
60633,60633,2020,89,26.89
60633,60633,2021,529,36.98
60633,60633,2022,542,34.97
60633,60633,2023,583,17.86
60633,60633,2024,520,28.1
60633,60643,2022,1,50.65
60633,60643,2023,1,83.47
60633,60649,2020,3,60.42
60633,60649,2021,17,45.35
60633,60649,2022,3,30.27
60633,60649,2023,3,87.03
60633,60649,2024,3,41.53
60633,60652,2021,1,58.33
60633,60805,2021,1,71.35
60634,60602,2021,1,41.93
60634,60602,2022,11,46.23
60634,60602,2023,1,40.58
60634,60602,2024,1,55.88
60634,60604,2021,2,94.42
60634,60604,2023,2,60.71
60634,60604,2024,2,82.11
60634,60607,2021,2,48.32
60634,60607,2022,10,42.86
60634,60607,2023,9,41.83
60634,60608,2021,1,59.45
60634,60608,2022,1,41.85
60634,60608,2023,9,52.73
60634,60610,2021,3,113.37
60634,60610,2022,4,101.46
60634,60610,2023,24,45.07
60634,60610,2024,107,36.12
60634,60611,2021,6,72.96
60634,60611,2022,7,66.32
60634,60611,2023,2,66.26
60634,60611,2024,1,44.01
60634,60612,2021,12,39.72
60634,60612,2023,4,44.18
60634,60612,2024,5,54.91
60634,60613,2021,54,42.3
60634,60613,2022,40,41.13
60634,60613,2023,100,34.9
60634,60613,2024,57,33.23
60634,60614,2021,16,58.34
60634,60614,2022,38,45.55
60634,60614,2023,68,30.85
60634,60614,2024,57,33.29
60634,60616,2021,1,101.87
60634,60616,2023,1,88.55
60634,60616,2024,4,67.88
60634,60618,2020,2,17.08
60634,60618,2021,184,25.32
60634,60618,2022,566,19.27
60634,60618,2023,218,17.54
60634,60618,2024,127,22.2
60634,60622,2021,34,33.55
60634,60622,2022,67,37.94
60634,60622,2023,18,34.53
60634,60622,2024,10,37.51
60634,60623,2022,4,79.26
60634,60623,2024,1,50.23
60634,60624,2020,1,42.38
60634,60624,2021,36,47.62
60634,60624,2022,29,29.73
60634,60624,2023,16,37.01
60634,60624,2024,5,40.59
60634,60625,2021,21,34.67
60634,60625,2022,44,33.53
60634,60625,2023,22,29.2
60634,60625,2024,40,36.13
60634,60626,2021,5,55.43
60634,60626,2022,3,57.19
60634,60626,2023,3,75.66
60634,60626,2024,2,89.42
60634,60629,2021,1,87.75
60634,60630,2021,48,16.77
60634,60630,2022,56,19.9
60634,60630,2023,58,20.04
60634,60630,2024,48,28.58
60634,60631,2021,7,23.65
60634,60631,2022,12,28.11
60634,60631,2023,5,34.25
60634,60631,2024,16,20.28
60634,60632,2021,1,38.88
60634,60634,2020,3,13.74
60634,60634,2021,3277,15.63
60634,60634,2022,6961,11.17
60634,60634,2023,2773,8.83
60634,60634,2024,2015,11.01
60634,60639,2021,1147,15.44
60634,60639,2022,2479,12.14
60634,60639,2023,856,10.37
60634,60639,2024,445,11.4
60634,60640,2021,12,48.95
60634,60640,2022,17,38.46
60634,60640,2023,13,46.45
60634,60640,2024,16,42.72
60634,60641,2021,696,15.69
60634,60641,2022,1103,15.21
60634,60641,2023,392,12.78
60634,60641,2024,372,13.06
60634,60642,2021,8,42.23
60634,60642,2022,9,41.9
60634,60642,2023,2,37.64
60634,60642,2024,5,63.83
60634,60644,2020,2,42.46
60634,60644,2021,38,27.75
60634,60644,2022,27,23.91
60634,60644,2023,22,26.52
60634,60644,2024,13,73.89
60634,60645,2021,13,44.01
60634,60645,2022,4,47.11
60634,60645,2023,2,41.24
60634,60645,2024,1,49.43
60634,60646,2021,1,17.9
60634,60646,2022,1,17.0
60634,60646,2023,2,40.46
60634,60646,2024,5,30.79
60634,60647,2020,2,46.96
60634,60647,2021,128,31.0
60634,60647,2022,243,28.63
60634,60647,2023,101,27.15
60634,60647,2024,89,27.78
60634,60651,2020,4,26.38
60634,60651,2021,127,23.04
60634,60651,2022,195,20.47
60634,60651,2023,79,18.25
60634,60651,2024,70,22.7
60634,60656,2021,48,26.43
60634,60656,2022,75,13.01
60634,60656,2023,43,15.95
60634,60656,2024,94,21.76
60634,60657,2021,47,30.64
60634,60657,2022,57,39.01
60634,60657,2023,29,37.36
60634,60657,2024,36,28.91
60634,60659,2021,6,38.3
60634,60659,2022,7,35.51
60634,60659,2023,3,40.02
60634,60659,2024,7,51.82
60634,60660,2021,1,45.1
60634,60660,2022,3,57.12
60634,60660,2023,6,53.84
60634,60660,2024,5,43.59
60634,60661,2021,10,50.42
60634,60661,2022,71,42.89
60634,60661,2023,42,41.45
60634,60661,2024,8,45.06
60634,60666,2024,3,75.01
60634,60678,2022,3,61.93
60634,60678,2023,2,126.16
60634,60678,2024,1,46.35
60634,60701,2021,4,11.56
60634,60701,2023,7,22.64
60634,60701,2024,18,16.01
60634,60706,2020,1,65.08
60634,60706,2021,309,16.7
60634,60706,2022,691,12.49
60634,60706,2023,502,10.48
60634,60706,2024,292,13.23
60634,60707,2020,1,14.07
60634,60707,2021,255,14.75
60634,60707,2022,558,13.21
60634,60707,2023,298,11.43
60634,60707,2024,286,9.53
60636,60602,2020,1,293.22
60636,60602,2021,7,304.54
60636,60602,2022,3,56.78
60636,60602,2023,9,258.43
60636,60602,2024,10,268.16
60636,60604,2021,2,119.1
60636,60604,2022,8,138.3
60636,60604,2023,1,45.57
60636,60604,2024,9,215.11
60636,60607,2020,3,74.14
60636,60607,2021,9,43.33
60636,60607,2022,11,37.44
60636,60607,2023,3,187.37
60636,60607,2024,14,46.84
60636,60608,2020,17,41.75
60636,60608,2021,31,40.26
60636,60608,2022,23,46.86
60636,60608,2023,29,35.47
60636,60608,2024,18,39.8
60636,60609,2020,102,456.36
60636,60609,2021,228,41.61
60636,60609,2022,186,22.59
60636,60609,2023,205,20.0
60636,60609,2024,173,19.21
60636,60610,2021,1,52.3
60636,60610,2023,14,245.69
60636,60610,2024,11,267.44
60636,60611,2020,1,74.05
60636,60611,2021,5,56.55
60636,60611,2022,19,61.6
60636,60611,2023,14,291.57
60636,60611,2024,25,401.39
60636,60612,2020,6,306.24
60636,60612,2021,5,180.8
60636,60612,2022,6,229.39
60636,60612,2024,10,45.43
60636,60613,2020,1,166.0
60636,60613,2023,2,4.19
60636,60613,2024,2,68.97
60636,60614,2020,3,147.39
60636,60614,2022,2,52.7
60636,60614,2023,1,424.22
60636,60614,2024,1,476.43
60636,60615,2020,39,38.09
60636,60615,2021,134,35.77
60636,60615,2022,100,35.5
60636,60615,2023,52,35.3
60636,60615,2024,16,45.72
60636,60616,2020,9,114.97
60636,60616,2021,15,60.25
60636,60616,2022,19,41.06
60636,60616,2023,24,58.77
60636,60616,2024,20,57.03
60636,60617,2020,7,42.49
60636,60617,2021,13,192.93
60636,60617,2022,6,32.42
60636,60617,2023,1,78.27
60636,60617,2024,2,30.33
60636,60619,2020,175,28.26
60636,60619,2021,387,24.67
60636,60619,2022,242,19.91
60636,60619,2023,168,18.41
60636,60619,2024,123,21.22
60636,60621,2020,144,39.1
60636,60621,2021,532,19.05
60636,60621,2022,359,13.08
60636,60621,2023,304,14.58
60636,60621,2024,268,13.94
60636,60622,2020,1,44.1
60636,60622,2021,6,59.2
60636,60622,2023,1,56.0
60636,60622,2024,1,51.28
60636,60623,2020,1,116.43
60636,60623,2021,17,48.43
60636,60623,2022,3,49.41
60636,60623,2023,5,55.3
60636,60623,2024,1,43.29
60636,60624,2020,1,48.63
60636,60624,2021,3,70.82
60636,60624,2022,6,105.64
60636,60624,2023,3,224.42
60636,60624,2024,1,85.63
60636,60625,2024,2,86.14
60636,60626,2024,1,77.38
60636,60628,2020,8,36.5
60636,60628,2021,57,224.3
60636,60628,2022,80,27.34
60636,60628,2023,7,57.89
60636,60628,2024,8,36.33
60636,60629,2020,15,14.37
60636,60629,2021,179,18.16
60636,60629,2022,179,22.34
60636,60629,2023,106,16.6
60636,60629,2024,209,13.94
60636,60630,2021,1,339.9
60636,60632,2020,2,33.11
60636,60632,2021,76,24.09
60636,60632,2022,30,24.9
60636,60632,2023,28,36.28
60636,60632,2024,33,20.45
60636,60636,2020,1176,58.97
60636,60636,2021,3766,26.8
60636,60636,2022,2901,25.81
60636,60636,2023,2078,24.5
60636,60636,2024,2370,19.19
60636,60637,2020,65,-402.23
60636,60637,2021,171,35.32
60636,60637,2022,263,25.72
60636,60637,2023,118,27.6
60636,60637,2024,32,41.75
60636,60638,2020,1,23.7
60636,60638,2021,1,32.1
60636,60638,2022,2,45.02
60636,60638,2023,2,39.67
60636,60638,2024,1,20.72
60636,60640,2021,2,66.42
60636,60641,2021,1,82.98
60636,60642,2022,3,44.23
60636,60642,2024,1,479.95
60636,60643,2020,48,34.27
60636,60643,2021,334,26.69
60636,60643,2022,203,22.84
60636,60643,2023,108,27.7
60636,60643,2024,228,12.34
60636,60644,2021,1,171.92
60636,60646,2023,1,145.97
60636,60647,2020,2,186.2
60636,60647,2021,1,50.42
60636,60647,2023,2,52.72
60636,60649,2020,20,44.26
60636,60649,2021,108,45.04
60636,60649,2022,79,38.46
60636,60649,2023,33,29.1
60636,60649,2024,15,213.41
60636,60651,2021,2,62.21
60636,60651,2023,4,74.76
60636,60652,2020,4,42.03
60636,60652,2021,23,38.55
60636,60652,2022,16,83.59
60636,60652,2023,22,17.94
60636,60652,2024,69,18.21
60636,60653,2020,45,66.03
60636,60653,2021,56,232.54
60636,60653,2022,24,43.88
60636,60653,2023,15,77.05
60636,60653,2024,3,41.41
60636,60655,2022,1,52.1
60636,60655,2023,2,73.76
60636,60657,2020,1,237.55
60636,60657,2023,1,22.78
60636,60661,2020,3,46.82
60636,60661,2021,2,41.17
60636,60661,2022,4,174.69
60636,60661,2023,11,234.99
60636,60661,2024,12,137.72
60636,60678,2020,2,141.67
60636,60678,2021,1,61.37
60636,60678,2022,7,240.41
60636,60678,2023,9,80.66
60636,60678,2024,2,252.16
60636,60803,2020,4,29.72
60636,60803,2021,8,35.45
60636,60803,2023,1,22.95
60636,60803,2024,4,48.48
60636,60804,2020,1,30.48
60636,60804,2021,5,44.28
60636,60804,2022,12,38.61
60636,60804,2023,24,31.02
60636,60804,2024,28,19.3
60636,60805,2021,3,71.34
60636,60805,2022,1,29.23
60636,60805,2024,3,65.41
60637,60602,2020,33,78.86
60637,60602,2021,55,90.77
60637,60602,2022,48,57.04
60637,60602,2023,53,63.14
60637,60602,2024,89,57.33
60637,60604,2020,270,56.4
60637,60604,2021,408,51.49
60637,60604,2022,483,47.62
60637,60604,2023,497,50.94
60637,60604,2024,694,49.83
60637,60607,2020,17,62.0
60637,60607,2021,42,69.61
60637,60607,2022,36,43.9
60637,60607,2023,47,58.99
60637,60607,2024,48,59.6
60637,60608,2020,30,46.78
60637,60608,2021,26,44.6
60637,60608,2022,31,53.89
60637,60608,2023,33,40.59
60637,60608,2024,44,65.06
60637,60609,2020,71,47.26
60637,60609,2021,118,32.62
60637,60609,2022,100,26.03
60637,60609,2023,96,23.91
60637,60609,2024,112,20.96
60637,60610,2020,36,84.84
60637,60610,2021,107,66.71
60637,60610,2022,98,78.06
60637,60610,2023,110,77.24
60637,60610,2024,143,67.4
60637,60611,2020,101,268.6
60637,60611,2021,255,69.88
60637,60611,2022,199,71.52
60637,60611,2023,224,66.42
60637,60611,2024,308,70.15
60637,60612,2020,5,7954.32
60637,60612,2021,10,380.66
60637,60612,2022,1,1460.92
60637,60612,2023,3,60.44
60637,60612,2024,7,53.64
60637,60613,2020,9,108.43
60637,60613,2021,10,78.29
60637,60613,2022,20,68.39
60637,60613,2023,13,83.45
60637,60613,2024,27,87.58
60637,60614,2020,15,85.18
60637,60614,2021,66,64.22
60637,60614,2022,27,78.26
60637,60614,2023,37,84.67
60637,60614,2024,71,83.35
60637,60615,2020,11906,15.47
60637,60615,2021,33147,10.99
60637,60615,2022,35839,8.51
60637,60615,2023,37359,8.43
60637,60615,2024,43456,9.19
60637,60616,2020,552,45.72
60637,60616,2021,683,77.28
60637,60616,2022,275,43.44
60637,60616,2023,423,46.27
60637,60616,2024,534,41.87
60637,60617,2020,13,44.5
60637,60617,2021,22,50.11
60637,60617,2022,16,44.09
60637,60617,2023,33,24.09
60637,60617,2024,26,33.95
60637,60618,2021,4,107.7
60637,60618,2022,2,77.65
60637,60618,2024,2,111.16
60637,60619,2020,294,84.87
60637,60619,2021,542,34.13
60637,60619,2022,438,22.24
60637,60619,2023,184,25.34
60637,60619,2024,227,19.75
60637,60621,2020,293,86.35
60637,60621,2021,663,20.44
60637,60621,2022,671,13.52
60637,60621,2023,643,10.49
60637,60621,2024,483,16.27
60637,60622,2021,7,76.84
60637,60622,2022,5,83.37
60637,60622,2023,12,78.12
60637,60622,2024,15,66.44
60637,60623,2021,1,108.45
60637,60623,2023,1,72.43
60637,60623,2024,1,89.6
60637,60624,2020,2,118.05
60637,60624,2021,1,69.08
60637,60624,2022,3,77.16
60637,60624,2024,2,148.07
60637,60625,2020,1,105.9
60637,60625,2021,1,90.17
60637,60625,2023,1,72.07
60637,60625,2024,1,75.13
60637,60626,2020,1,99.37
60637,60626,2021,1,159.83
60637,60626,2022,3,142.14
60637,60626,2023,3,89.72
60637,60626,2024,10,89.44
60637,60628,2020,2,90.85
60637,60628,2021,29,50.09
60637,60628,2022,15,54.55
60637,60628,2023,3,56.43
60637,60628,2024,8,97.78
60637,60629,2020,1,31.85
60637,60629,2021,5,24.88
60637,60629,2022,7,31.08
60637,60629,2023,5,75.52
60637,60629,2024,10,97.32
60637,60632,2020,1,33.12
60637,60632,2021,1,26.58
60637,60632,2022,3,42.26
60637,60632,2023,40,39.81
60637,60632,2024,8,34.64
60637,60633,2022,1,48.05
60637,60633,2024,4,95.24
60637,60636,2020,70,65.03
60637,60636,2021,183,31.21
60637,60636,2022,206,29.77
60637,60636,2023,106,25.98
60637,60636,2024,36,25.91
60637,60637,2020,8750,45.37
60637,60637,2021,14312,23.51
60637,60637,2022,15307,11.95
60637,60637,2023,20391,11.49
60637,60637,2024,27445,10.12
60637,60639,2022,1,70.12
60637,60640,2020,9,104.67
60637,60640,2021,16,104.74
60637,60640,2022,9,226.52
60637,60640,2023,19,92.15
60637,60640,2024,12,128.72
60637,60642,2020,5,155.96
60637,60642,2021,8,80.66
60637,60642,2022,1,58.28
60637,60642,2023,11,74.48
60637,60642,2024,15,61.31
60637,60643,2020,9,40.32
60637,60643,2021,32,44.57
60637,60643,2022,25,42.12
60637,60643,2023,13,33.74
60637,60643,2024,9,39.01
60637,60644,2020,1,100.33
60637,60644,2024,1,359.23
60637,60645,2021,2,111.17
60637,60645,2024,1,75.05
60637,60647,2020,11,98.41
60637,60647,2021,4,60.93
60637,60647,2022,4,75.3
60637,60647,2023,6,60.96
60637,60647,2024,13,77.65
60637,60649,2020,1125,23.82
60637,60649,2021,1445,23.23
60637,60649,2022,1285,21.07
60637,60649,2023,1003,20.01
60637,60649,2024,1125,17.06
60637,60651,2021,1,70.1
60637,60652,2020,1,41.23
60637,60652,2021,1,29.38
60637,60652,2023,1,34.75
60637,60652,2024,1,43.58
60637,60653,2020,522,37.77
60637,60653,2021,724,33.8
60637,60653,2022,558,35.3
60637,60653,2023,458,33.68
60637,60653,2024,495,33.55
60637,60656,2023,1,125.55
60637,60657,2020,12,94.3
60637,60657,2021,17,93.48
60637,60657,2022,18,68.84
60637,60657,2023,21,73.35
60637,60657,2024,24,99.9
60637,60659,2021,1,87.55
60637,60659,2022,1,82.93
60637,60660,2020,1,148.23
60637,60660,2021,3,81.66
60637,60660,2022,1,79.08
60637,60660,2024,5,103.21
60637,60661,2020,50,702.1
60637,60661,2021,33,60.26
60637,60661,2022,25,54.64
60637,60661,2023,30,66.98
60637,60661,2024,69,59.65
60637,60678,2020,169,73.75
60637,60678,2021,278,72.42
60637,60678,2022,285,62.13
60637,60678,2023,306,63.22
60637,60678,2024,455,59.14
60637,60803,2023,1,40.15
60637,60804,2024,1,72.46
60637,60805,2022,1,56.78
60638,60602,2024,1,48.78
60638,60604,2023,6,55.9
60638,60604,2024,1,38.8
60638,60607,2024,1,38.91
60638,60608,2023,10,28.36
60638,60608,2024,6,61.48
60638,60609,2023,2,32.05
60638,60609,2024,5,23.63
60638,60612,2023,2,48.82
60638,60612,2024,2,39.44
60638,60616,2023,2,43.32
60638,60621,2024,1,41.46
60638,60623,2024,1,44.12
60638,60624,2020,1,45.05
60638,60628,2020,1,69.07
60638,60629,2022,1,34.55
60638,60629,2023,8,24.74
60638,60629,2024,1,13.88
60638,60632,2022,6,47.88
60638,60632,2023,282,16.03
60638,60632,2024,191,19.14
60638,60636,2024,3,39.16
60638,60638,2020,3,6.78
60638,60638,2022,7,31.36
60638,60638,2023,951,12.15
60638,60638,2024,788,14.15
60638,60641,2023,1,57.35
60638,60642,2024,1,64.89
60638,60643,2020,2,49.5
60638,60644,2023,6,30.5
60638,60647,2023,1,53.97
60638,60647,2024,1,50.7
60638,60649,2023,1,85.52
60638,60649,2024,1,56.72
60638,60657,2024,1,89.6
60638,60804,2023,29,18.19
60638,60804,2024,23,17.11
60639,60602,2020,5,31.53
60639,60602,2021,26,45.88
60639,60602,2022,27,42.7
60639,60602,2023,38,37.2
60639,60602,2024,14,37.89
60639,60604,2021,2,62.07
60639,60604,2022,17,54.71
60639,60604,2023,19,50.4
60639,60604,2024,1,54.16
60639,60607,2021,12,43.47
60639,60607,2022,17,45.55
60639,60607,2023,16,33.1
60639,60607,2024,13,35.54
60639,60608,2020,1,183.05
60639,60608,2021,9,57.29
60639,60608,2022,7,36.28
60639,60608,2023,8,47.16
60639,60608,2024,5,50.15
60639,60609,2023,1,73.93
60639,60610,2021,53,36.52
60639,60610,2022,103,34.52
60639,60610,2023,51,33.16
60639,60610,2024,42,49.44
60639,60611,2020,1,29.77
60639,60611,2021,33,40.64
60639,60611,2022,43,55.57
60639,60611,2023,27,54.38
60639,60611,2024,23,58.84
60639,60612,2020,1,121.4
60639,60612,2021,34,31.03
60639,60612,2022,61,26.36
60639,60612,2023,30,30.01
60639,60612,2024,19,31.32
60639,60613,2020,1,38.67
60639,60613,2021,38,38.35
60639,60613,2022,69,39.18
60639,60613,2023,44,38.06
60639,60613,2024,32,37.59
60639,60614,2020,6,21.49
60639,60614,2021,90,35.13
60639,60614,2022,248,28.15
60639,60614,2023,226,28.26
60639,60614,2024,194,30.38
60639,60615,2023,4,99.28
60639,60615,2024,1,88.71
60639,60616,2021,5,63.22
60639,60616,2022,5,49.61
60639,60616,2023,6,48.32
60639,60616,2024,15,47.85
60639,60618,2020,18,15.24
60639,60618,2021,491,18.28
60639,60618,2022,795,15.52
60639,60618,2023,428,16.07
60639,60618,2024,198,19.3
60639,60622,2020,9,31.54
60639,60622,2021,129,26.32
60639,60622,2022,227,24.9
60639,60622,2023,174,24.58
60639,60622,2024,215,22.35
60639,60623,2021,24,39.37
60639,60623,2022,21,67.34
60639,60623,2023,20,29.16
60639,60623,2024,6,35.88
60639,60624,2020,9,44.64
60639,60624,2021,264,22.51
60639,60624,2022,247,23.29
60639,60624,2023,86,18.75
60639,60624,2024,138,18.01
60639,60625,2020,2,33.0
60639,60625,2021,37,34.67
60639,60625,2022,61,27.75
60639,60625,2023,26,29.89
60639,60625,2024,12,46.22
60639,60626,2021,1,73.83
60639,60626,2022,9,58.75
60639,60626,2023,2,99.7
60639,60626,2024,2,63.85
60639,60630,2021,97,22.96
60639,60630,2022,77,21.43
60639,60630,2023,59,21.58
60639,60630,2024,212,24.38
60639,60631,2021,2,40.03
60639,60631,2022,3,44.36
60639,60631,2023,6,35.86
60639,60631,2024,3,26.52
60639,60632,2021,1,46.02
60639,60632,2022,3,36.84
60639,60632,2023,5,28.6
60639,60632,2024,2,118.9
60639,60634,2020,4,27.2
60639,60634,2021,1059,14.19
60639,60634,2022,2374,12.4
60639,60634,2023,803,10.16
60639,60634,2024,495,11.59
60639,60636,2022,1,98.15
60639,60638,2022,1,34.17
60639,60639,2020,53,20.69
60639,60639,2021,7118,12.95
60639,60639,2022,9282,10.14
60639,60639,2023,3890,9.26
60639,60639,2024,2750,13.08
60639,60640,2020,2,40.69
60639,60640,2021,78,44.03
60639,60640,2022,198,43.94
60639,60640,2023,150,42.23
60639,60640,2024,38,44.04
60639,60641,2020,17,10.94
60639,60641,2021,1230,14.84
60639,60641,2022,1854,11.68
60639,60641,2023,615,11.14
60639,60641,2024,466,11.91
60639,60642,2020,1,18.12
60639,60642,2021,20,30.06
60639,60642,2022,81,29.96
60639,60642,2023,42,30.86
60639,60642,2024,24,34.18
60639,60644,2020,3,22.33
60639,60644,2021,128,30.62
60639,60644,2022,142,23.63
60639,60644,2023,146,19.8
60639,60644,2024,68,21.37
60639,60645,2020,1,42.2
60639,60645,2021,2,35.12
60639,60645,2022,1,51.93
60639,60645,2024,1,110.34
60639,60646,2021,1,61.92
60639,60646,2023,6,19.81
60639,60646,2024,6,43.64
60639,60647,2020,64,24.87
60639,60647,2021,1348,18.21
60639,60647,2022,2163,14.96
60639,60647,2023,1314,14.52
60639,60647,2024,1046,17.32
60639,60649,2024,1,78.6
60639,60651,2020,8,13.87
60639,60651,2021,572,16.55
60639,60651,2022,1165,15.89
60639,60651,2023,445,12.02
60639,60651,2024,366,16.33
60639,60652,2024,1,95.08
60639,60653,2022,1,67.93
60639,60653,2023,1,64.28
60639,60656,2020,1,33.7
60639,60656,2021,5,117.65
60639,60656,2022,1,32.02
60639,60656,2023,1,35.72
60639,60656,2024,7,38.18
60639,60657,2020,7,28.76
60639,60657,2021,81,31.27
60639,60657,2022,62,28.29
60639,60657,2023,83,28.52
60639,60657,2024,77,29.12
60639,60659,2021,22,30.47
60639,60659,2022,7,41.01
60639,60659,2023,7,37.14
60639,60660,2021,2,45.89
60639,60660,2022,4,47.02
60639,60660,2023,6,48.15
60639,60660,2024,2,58.8
60639,60661,2021,71,35.24
60639,60661,2022,56,34.11
60639,60661,2023,19,33.03
60639,60661,2024,15,60.91
60639,60666,2021,1,91.85
60639,60666,2022,2,49.3
60639,60666,2023,1,44.35
60639,60666,2024,4,55.58
60639,60678,2020,2,81.42
60639,60678,2021,6,65.3
60639,60678,2022,8,57.26
60639,60678,2023,6,48.89
60639,60678,2024,2,61.22
60639,60701,2022,1,55.05
60639,60701,2024,4,25.44
60639,60706,2020,1,62.85
60639,60706,2021,52,26.24
60639,60706,2022,45,25.92
